partidos
22-03-2023 Velez Sarsfield 4 - 0 CA Central Córdoba de Santiago del Estero
22-04-2023 CA Central Córdoba de Santiago del Estero 0 - 2 Godoy Cruz
10-04-2023 Boca Juniors 1 - 2 Colon
06-05-2023 Argentinos Jrs 2 - 2 CA Independiente
05-05-2023 Barracas Central 3 - 0 Instituto Cordoba
12-04-2023 San Lorenzo 1 - 0 Boca Juniors
25-06-2023 Rosario Central 1 - 1 Colon
11-04-2023 Argentinos Jrs 5 - 1 Union Santa Fe
28-07-2023 Belgrano Cordoba 0 - 0 Rosario Central
29-07-2023 Tigre 2 - 0 San Lorenzo
21-03-2023 Lanus 0 - 0 Argentinos Jrs
23-07-2023 CA Tucuman 1 - 0 CA Independiente
31-03-2023 Estudiantes LP 3 - 0 Newells
13-04-2023 River Plate 3 - 0 Gimnasia LP
12-06-2023 Newells 1 - 1 Union Santa Fe
18-04-2023 CA Tucuman 2 - 2 Rosario Central
08-04-2023 Union Santa Fe 0 - 3 Belgrano Cordoba
28-05-2023 Boca Juniors 1 - 0 Tigre
25-07-2023 Instituto Cordoba 2 - 1 Lanus
11-02-2023 CA Central Córdoba de Santiago del Estero 0 - 1 Belgrano Cordoba
21-05-2023 Belgrano Cordoba 1 - 1 Talleres Cord.
08-04-2023 Velez Sarsfield 3 - 3 Banfield
17-07-2023 Tigre 0 - 1 Barracas Central
21-05-2023 Sarmiento Junin 0 - 0 Huracan
23-04-2023 Estudiantes LP 1 - 0 Talleres Cord.
13-05-2023 Newells 2 - 0 Arsenal de Sarandi
19-05-2023 Arsenal de Sarandi 2 - 1 CA Independiente
29-04-2023 Velez Sarsfield 0 - 0 San Lorenzo
07-07-2023 Gimnasia LP 1 - 1 CA Independiente
28-05-2023 Talleres Cord. 1 - 0 Argentinos Jrs
18-02-2023 Lanus 3 - 0 Rosario Central
24-06-2023 Union Santa Fe 3 - 0 CA Independiente
21-05-2023 River Plate 2 - 1 Platense
13-05-2023 Banfield 1 - 2 San Lorenzo
06-02-2023 Godoy Cruz 1 - 0 Colon
09-04-2023 Huracan 0 - 3 River Plate
24-07-2023 Boca Juniors 2 - 1 Newells
18-02-2023 Huracan 2 - 0 Barracas Central
03-07-2023 Newells 2 - 2 Gimnasia LP
19-02-2023 Newells 2 - 0 Banfield
30-04-2023 Boca Juniors 3 - 1 Racing Club
25-02-2023 Rosario Central 1 - 0 Godoy Cruz
26-02-2023 Velez Sarsfield 1 - 2 Boca Juniors
11-02-2023 San Lorenzo 1 - 0 Godoy Cruz
28-02-2023 CA Central Córdoba de Santiago del Estero 1 - 0 Argentinos Jrs
06-03-2023 Talleres Cord. 1 - 2 Velez Sarsfield
11-04-2023 Barracas Central 1 - 0 Platense
30-01-2023 Banfield 0 - 0 Union Santa Fe
04-03-2023 Gimnasia LP 0 - 0 Colon
01-06-2023 Sarmiento Junin 0 - 0 Newells
01-07-2023 Barracas Central 2 - 1 River Plate
27-01-2023 Talleres Cord. 0 - 1 CA Independiente
07-02-2023 Huracan 3 - 2 Banfield
19-08-2023 CA Independiente 0 - 1 Colon
25-02-2023 Estudiantes LP 1 - 1 Sarmiento Junin
30-06-2023 Platense 0 - 1 Lanus
21-04-2023 Colon 2 - 1 Velez Sarsfield
21-03-2023 Huracan 0 - 2 Rosario Central
08-07-2023 CA Central Córdoba de Santiago del Estero 2 - 0 Newells
17-04-2023 Talleres Cord. 0 - 0 San Lorenzo
09-04-2023 Godoy Cruz 1 - 1 Tigre
06-07-2023 Sarmiento Junin 0 - 1 Talleres Cord.
02-04-2023 Racing Club 2 - 1 Huracan
30-01-2023 Barracas Central 0 - 1 Godoy Cruz
28-01-2023 Defensa y Justicia 2 - 4 Huracan
12-06-2023 Banfield 1 - 4 River Plate
30-03-2023 Defensa y Justicia 0 - 0 Velez Sarsfield
13-02-2023 Barracas Central 1 - 1 Union Santa Fe
06-05-2023 Colon 2 - 0 Banfield
15-04-2023 Defensa y Justicia 1 - 0 Instituto Cordoba
13-06-2023 Defensa y Justicia 2 - 0 Belgrano Cordoba
19-05-2023 Rosario Central 2 - 1 Defensa y Justicia
07-07-2023 Belgrano Cordoba 0 - 2 Barracas Central
15-07-2023 Racing Club 1 - 1 Rosario Central
10-07-2023 Barracas Central 0 - 0 Argentinos Jrs
05-02-2023 CA Independiente 1 - 2 Platense
22-06-2023 Racing Club 1 - 1 Barracas Central
24-06-2023 Lanus 2 - 1 Talleres Cord.
12-04-2023 CA Central Córdoba de Santiago del Estero 1 - 1 Lanus
17-04-2023 Sarmiento Junin 1 - 0 Arsenal de Sarandi
29-05-2023 Colon 2 - 2 CA Central Córdoba de Santiago del Estero
29-07-2023 CA Central Córdoba de Santiago del Estero 0 - 2 CA Tucuman
07-04-2023 Lanus 3 - 0 Arsenal de Sarandi
24-07-2023 Racing Club 3 - 1 CA Central Córdoba de Santiago del Estero
08-07-2023 Estudiantes LP 0 - 0 Racing Club
20-02-2023 CA Independiente 0 - 2 Defensa y Justicia
30-07-2023 Godoy Cruz 4 - 2 Instituto Cordoba
05-03-2023 Newells 1 - 0 Barracas Central
04-02-2023 Belgrano Cordoba 2 - 1 River Plate
29-05-2023 Instituto Cordoba 0 - 0 Estudiantes LP
13-05-2023 CA Independiente 2 - 1 Tigre
08-04-2023 Gimnasia LP 3 - 1 Racing Club
12-02-2023 Velez Sarsfield 0 - 0 CA Independiente
05-06-2023 Lanus 2 - 1 CA Tucuman
14-07-2023 Sarmiento Junin 1 - 1 Velez Sarsfield
24-04-2023 Racing Club 1 - 3 CA Tucuman
19-05-2023 CA Central Córdoba de Santiago del Estero 0 - 1 Union Santa Fe
12-02-2023 Talleres Cord. 2 - 1 Boca Juniors
05-03-2023 CA Tucuman 1 - 0 Banfield
18-03-2023 CA Independiente 2 - 2 Colon
09-07-2023 Defensa y Justicia 2 - 2 Lanus
15-07-2023 River Plate 3 - 1 Estudiantes LP
12-02-2023 River Plate 2 - 1 Argentinos Jrs
30-04-2023 Defensa y Justicia 2 - 0 Colon
12-02-2023 Rosario Central 2 - 1 Arsenal de Sarandi
14-05-2023 Defensa y Justicia 1 - 1 Estudiantes LP
12-05-2023 Huracan 0 - 0 Godoy Cruz
28-04-2023 Huracan 2 - 1 Arsenal de Sarandi
19-08-2023 Gimnasia LP 0 - 3 Talleres Cord.
19-05-2023 Estudiantes LP 1 - 0 Banfield
13-03-2023 Rosario Central 1 - 1 Union Santa Fe
08-04-2023 Talleres Cord. 3 - 0 Barracas Central
20-08-2023 Arsenal de Sarandi 0 - 1 Instituto Cordoba
04-06-2023 Union Santa Fe 2 - 0 Gimnasia LP
09-05-2023 CA Central Córdoba de Santiago del Estero 0 - 1 Sarmiento Junin
09-06-2023 CA Independiente 2 - 0 Sarmiento Junin
23-04-2023 River Plate 2 - 0 CA Independiente
03-04-2023 Banfield 0 - 2 Platense
06-05-2023 Lanus 1 - 0 Huracan
08-05-2023 Racing Club 2 - 4 Talleres Cord.
29-04-2023 Gimnasia LP 1 - 1 Tigre
24-04-2023 Barracas Central 0 - 2 Defensa y Justicia
03-04-2023 Belgrano Cordoba 0 - 0 Sarmiento Junin
02-07-2023 Talleres Cord. 1 - 1 Godoy Cruz
07-05-2023 Rosario Central 4 - 0 Platense
17-07-2023 Newells 0 - 0 CA Tucuman
26-01-2023 Rosario Central 1 - 0 Argentinos Jrs
31-03-2023 Argentinos Jrs 3 - 0 Godoy Cruz
29-05-2023 Newells 2 - 0 Godoy Cruz
27-04-2023 Platense 1 - 2 Estudiantes LP
27-02-2023 Barracas Central 1 - 0 Gimnasia LP
13-04-2023 Arsenal de Sarandi 2 - 3 Godoy Cruz
08-04-2023 CA Tucuman 1 - 3 San Lorenzo
13-02-2023 Racing Club 2 - 2 Tigre
30-07-2023 Arsenal de Sarandi 2 - 0 Colon
18-03-2023 Union Santa Fe 1 - 3 Racing Club
27-05-2023 Platense 1 - 0 Belgrano Cordoba
23-04-2023 Rosario Central 2 - 2 Boca Juniors
11-02-2023 Defensa y Justicia 1 - 0 Newells
28-07-2023 Union Santa Fe 2 - 0 Defensa y Justicia
30-05-2023 Velez Sarsfield 2 - 2 River Plate
25-02-2023 San Lorenzo 1 - 0 Union Santa Fe
30-01-2023 Boca Juniors 1 - 0 CA Tucuman
15-05-2023 Gimnasia LP 1 - 0 Lanus
28-04-2023 Newells 0 - 0 Argentinos Jrs
29-05-2023 Banfield 2 - 0 Rosario Central
26-02-2023 Defensa y Justicia 3 - 0 CA Tucuman
18-03-2023 Platense 1 - 0 Defensa y Justicia
17-06-2023 Racing Club 2 - 1 Velez Sarsfield
01-07-2023 Velez Sarsfield 1 - 0 Arsenal de Sarandi
30-07-2023 Lanus 2 - 0 Barracas Central
17-07-2023 Argentinos Jrs 1 - 0 Colon
20-03-2023 Newells 1 - 0 San Lorenzo
29-07-2023 River Plate 2 - 1 Racing Club
24-07-2023 Velez Sarsfield 0 - 0 Union Santa Fe
03-06-2023 CA Central Córdoba de Santiago del Estero 2 - 0 Huracan
22-04-2023 Arsenal de Sarandi 2 - 1 Union Santa Fe
22-07-2023 San Lorenzo 0 - 2 Argentinos Jrs
28-01-2023 Instituto Cordoba 0 - 0 Sarmiento Junin
03-03-2023 Union Santa Fe 2 - 0 Estudiantes LP
12-03-2023 Belgrano Cordoba 0 - 0 Lanus
01-07-2023 San Lorenzo 1 - 0 Rosario Central
19-02-2023 Boca Juniors 3 - 1 Platense
08-05-2023 Tigre 2 - 2 Newells
22-04-2023 Lanus 2 - 1 Sarmiento Junin
06-07-2023 Union Santa Fe 0 - 0 Boca Juniors
25-02-2023 Platense 2 - 4 Talleres Cord.
17-08-2023 Belgrano Cordoba 2 - 1 Estudiantes LP
01-04-2023 River Plate 1 - 0 Union Santa Fe
18-03-2023 Arsenal de Sarandi 2 - 0 Tigre
01-07-2023 Estudiantes LP 1 - 1 CA Central Córdoba de Santiago del Estero
28-01-2023 Colon 1 - 2 Lanus
28-01-2023 San Lorenzo 1 - 0 Arsenal de Sarandi
20-03-2023 Talleres Cord. 0 - 1 Banfield
28-07-2023 Argentinos Jrs 2 - 3 Estudiantes LP
13-03-2023 Banfield 1 - 0 Boca Juniors
18-02-2023 Godoy Cruz 0 - 1 Estudiantes LP
30-07-2023 Huracan 1 - 0 Velez Sarsfield
16-04-2023 Velez Sarsfield 0 - 0 Barracas Central
29-04-2023 Instituto Cordoba 0 - 2 CA Central Córdoba de Santiago del Estero
04-07-2023 Lanus 0 - 1 Velez Sarsfield
06-07-2023 Argentinos Jrs 0 - 0 Instituto Cordoba
12-03-2023 Racing Club 1 - 0 Sarmiento Junin
17-04-2023 Banfield 1 - 0 CA Central Córdoba de Santiago del Estero
21-02-2023 CA Tucuman 1 - 1 Velez Sarsfield
07-07-2023 Huracan 0 - 1 CA Tucuman
29-04-2023 CA Tucuman 1 - 1 River Plate
29-01-2023 CA Central Córdoba de Santiago del Estero 0 - 2 River Plate
10-07-2023 Boca Juniors 1 - 0 Huracan
26-06-2023 Belgrano Cordoba 3 - 1 Banfield
14-05-2023 Platense 3 - 0 Racing Club
13-05-2023 CA Tucuman 1 - 2 Argentinos Jrs
31-03-2023 Rosario Central 3 - 1 Gimnasia LP
18-02-2023 Argentinos Jrs 3 - 0 Belgrano Cordoba
22-06-2023 CA Central Córdoba de Santiago del Estero 0 - 0 Gimnasia LP
08-04-2023 Sarmiento Junin 2 - 0 Argentinos Jrs
06-05-2023 Belgrano Cordoba 1 - 0 CA Tucuman
04-03-2023 Platense 1 - 1 CA Central Córdoba de Santiago del Estero
27-04-2023 Sarmiento Junin 1 - 1 Godoy Cruz
15-05-2023 Barracas Central 2 - 2 CA Central Córdoba de Santiago del Estero
13-05-2023 Instituto Cordoba 1 - 0 Colon
16-07-2023 Belgrano Cordoba 0 - 1 San Lorenzo
27-02-2023 Instituto Cordoba 3 - 1 Newells
22-04-2023 Belgrano Cordoba 1 - 0 Newells
12-03-2023 Estudiantes LP 2 - 1 Huracan
19-02-2023 Union Santa Fe 1 - 1 Colon
22-06-2023 River Plate 3 - 1 Instituto Cordoba
20-08-2023 Velez Sarsfield 1 - 0 Barracas Central
15-04-2023 Boca Juniors 0 - 1 Estudiantes LP
18-08-2023 Union Santa Fe 1 - 1 Racing Club
18-02-2023 Arsenal de Sarandi 0 - 3 Racing Club
23-04-2023 Instituto Cordoba 1 - 1 Banfield
19-03-2023 Boca Juniors 2 - 3 Instituto Cordoba
03-06-2023 Argentinos Jrs 1 - 0 Platense
11-03-2023 Argentinos Jrs 1 - 1 Arsenal de Sarandi
16-07-2023 Gimnasia LP 1 - 3 Boca Juniors
05-02-2023 Lanus 2 - 1 San Lorenzo
28-05-2023 Barracas Central 1 - 0 San Lorenzo
13-06-2023 Velez Sarsfield 0 - 1 Argentinos Jrs
16-07-2023 Lanus 2 - 2 Banfield
03-07-2023 Boca Juniors 2 - 0 Sarmiento Junin
09-04-2023 Newells 0 - 0 Rosario Central
15-05-2023 Velez Sarsfield 0 - 0 Rosario Central
08-05-2023 Estudiantes LP 2 - 0 Velez Sarsfield
11-06-2023 Talleres Cord. 1 - 0 Arsenal de Sarandi
02-06-2023 Arsenal de Sarandi 1 - 0 Boca Juniors
29-01-2023 Platense 2 - 2 Newells
12-06-2023 San Lorenzo 0 - 0 CA Central Córdoba de Santiago del Estero
04-02-2023 Sarmiento Junin 3 - 5 Barracas Central
06-03-2023 Arsenal de Sarandi 0 - 1 Belgrano Cordoba
02-04-2023 Tigre 2 - 1 Lanus
03-03-2023 Sarmiento Junin 4 - 1 Rosario Central
29-04-2023 Banfield 0 - 0 Barracas Central
09-06-2023 Barracas Central 0 - 0 Rosario Central
24-07-2023 Rosario Central 3 - 3 River Plate
14-03-2023 Colon 1 - 1 Newells
22-07-2023 Estudiantes LP 4 - 0 Belgrano Cordoba
23-06-2023 Godoy Cruz 4 - 0 Boca Juniors
25-02-2023 Belgrano Cordoba 0 - 2 Tigre
11-07-2023 Rosario Central 2 - 0 CA Central Córdoba de Santiago del Estero
05-05-2023 Godoy Cruz 0 - 0 Union Santa Fe
19-08-2023 Boca Juniors 3 - 1 Platense
16-04-2023 CA Independiente 1 - 1 Racing Club
12-02-2023 Banfield 0 - 0 Gimnasia LP
04-06-2023 Racing Club 2 - 0 Banfield
16-04-2023 Huracan 0 - 0 Argentinos Jrs
17-07-2023 CA Central Córdoba de Santiago del Estero 0 - 1 CA Independiente
23-04-2023 San Lorenzo 1 - 0 Platense
30-04-2023 Talleres Cord. 3 - 1 Rosario Central
11-07-2023 CA Independiente 0 - 2 Newells
21-05-2023 Lanus 1 - 0 Newells
18-02-2023 Tigre 0 - 1 River Plate
15-05-2023 Talleres Cord. 2 - 1 River Plate
19-03-2023 Gimnasia LP 2 - 1 Estudiantes LP
06-07-2023 River Plate 2 - 0 Colon
08-05-2023 San Lorenzo 0 - 0 Defensa y Justicia
06-07-2023 Arsenal de Sarandi 1 - 2 Defensa y Justicia
25-04-2023 Argentinos Jrs 2 - 4 Gimnasia LP
27-05-2023 CA Independiente 1 - 1 Lanus
26-02-2023 Colon 1 - 1 Huracan
30-07-2023 Gimnasia LP 1 - 1 Platense
17-04-2023 Platense 0 - 0 Colon
17-07-2023 Arsenal de Sarandi 0 - 2 Instituto Cordoba
16-04-2023 Union Santa Fe 0 - 0 Tigre
09-07-2023 Velez Sarsfield 1 - 1 Godoy Cruz
24-07-2023 Banfield 2 - 0 Godoy Cruz
05-07-2023 Racing Club 1 - 1 San Lorenzo
18-04-2023 Godoy Cruz 4 - 4 Lanus
25-07-2023 Barracas Central 0 - 0 Arsenal de Sarandi
15-05-2023 Union Santa Fe 0 - 2 Sarmiento Junin
29-07-2023 CA Independiente 0 - 2 Boca Juniors
05-07-2023 Rosario Central 0 - 0 Estudiantes LP
04-04-2023 CA Central Córdoba de Santiago del Estero 1 - 0 Arsenal de Sarandi
24-07-2023 Talleres Cord. 2 - 2 Gimnasia LP
11-03-2023 Defensa y Justicia 1 - 1 Talleres Cord.
06-02-2023 Gimnasia LP 0 - 2 Defensa y Justicia
26-02-2023 River Plate 1 - 2 Arsenal de Sarandi
23-07-2023 Defensa y Justicia 3 - 0 Sarmiento Junin
15-07-2023 Union Santa Fe 0 - 0 Platense
27-02-2023 Banfield 0 - 0 CA Independiente
03-02-2023 Tigre 2 - 2 Rosario Central
27-02-2023 Racing Club 2 - 1 Lanus
30-04-2023 CA Independiente 2 - 0 Belgrano Cordoba
14-05-2023 Boca Juniors 2 - 0 Belgrano Cordoba
05-02-2023 Argentinos Jrs 1 - 0 Racing Club
21-06-2023 Estudiantes LP 1 - 1 San Lorenzo
29-07-2023 Sarmiento Junin 0 - 0 Banfield
21-08-2023 Argentinos Jrs 3 - 2 River Plate
04-06-2023 San Lorenzo 0 - 0 Colon
30-01-2023 Velez Sarsfield 3 - 1 Gimnasia LP
12-03-2023 CA Central Córdoba de Santiago del Estero 2 - 0 Tigre
09-07-2023 Instituto Cordoba 0 - 1 Tigre
13-04-2023 Rosario Central 1 - 0 CA Independiente
21-05-2023 Tigre 0 - 0 CA Tucuman
05-07-2023 Godoy Cruz 2 - 1 Platense
13-02-2023 Estudiantes LP 0 - 2 Lanus
13-06-2023 Gimnasia LP 1 - 0 Huracan
10-06-2023 Platense 1 - 0 Tigre
02-04-2023 San Lorenzo 0 - 0 CA Independiente
07-04-2023 Platense 1 - 0 Instituto Cordoba
08-05-2023 Arsenal de Sarandi 0 - 1 Gimnasia LP
20-08-2023 Rosario Central 0 - 0 CA Tucuman
25-06-2023 Arsenal de Sarandi 0 - 2 Platense
09-07-2023 Banfield 0 - 0 Arsenal de Sarandi
20-02-2023 Talleres Cord. 2 - 0 CA Central Córdoba de Santiago del Estero
05-02-2023 Boca Juniors 0 - 0 CA Central Córdoba de Santiago del Estero
02-06-2023 Estudiantes LP 5 - 2 Barracas Central
03-06-2023 Tigre 1 - 3 Talleres Cord.
12-03-2023 River Plate 3 - 0 Godoy Cruz
06-02-2023 Union Santa Fe 0 - 2 Instituto Cordoba
20-05-2023 San Lorenzo 2 - 0 Instituto Cordoba
20-08-2023 Lanus 0 - 1 San Lorenzo
19-03-2023 Godoy Cruz 3 - 1 Belgrano Cordoba
25-04-2023 Tigre 1 - 0 Huracan
05-07-2023 Tigre 1 - 2 Banfield
05-03-2023 Huracan 1 - 1 San Lorenzo
13-06-2023 Colon 1 - 0 Estudiantes LP
14-04-2023 Tigre 1 - 0 Sarmiento Junin
29-05-2023 Huracan 0 - 1 Union Santa Fe
08-07-2023 San Lorenzo 0 - 0 River Plate
27-01-2023 Estudiantes LP 1 - 2 Tigre
22-07-2023 Platense 0 - 1 Huracan
17-06-2023 Union Santa Fe 1 - 1 Lanus
10-06-2023 Boca Juniors 1 - 1 Lanus
12-04-2023 Belgrano Cordoba 2 - 0 Huracan
11-07-2023 Talleres Cord. 0 - 0 Union Santa Fe
08-04-2023 Defensa y Justicia 1 - 2 CA Central Córdoba de Santiago del Estero
12-04-2023 Instituto Cordoba 1 - 0 Velez Sarsfield
14-03-2023 Velez Sarsfield 1 - 1 Platense
25-06-2023 Sarmiento Junin 4 - 1 CA Tucuman
10-07-2023 Colon 0 - 0 Belgrano Cordoba
24-06-2023 Argentinos Jrs 3 - 1 Defensa y Justicia
10-03-2023 Barracas Central 1 - 1 CA Independiente
23-06-2023 Huracan 1 - 1 Newells
15-07-2023 Huracan 0 - 1 Talleres Cord.
22-06-2023 Tigre 2 - 1 Velez Sarsfield
02-07-2023 Instituto Cordoba 1 - 0 Belgrano Cordoba
04-06-2023 Godoy Cruz 2 - 1 CA Independiente
18-06-2023 River Plate 1 - 0 Defensa y Justicia
03-02-2023 Newells 1 - 0 Velez Sarsfield
28-07-2023 Newells 1 - 1 Talleres Cord.
13-06-2023 Instituto Cordoba 1 - 1 Racing Club
02-07-2023 Defensa y Justicia 1 - 0 Tigre
